Platform,Product_ID,Product_Category,Product_Subcategory,Product_Price,Discount_%,Stock_Count,Review_ID,Seller_ID,Rating,Review_Text,Review_Length,Sentiment_Score,Verified_Purchase,Delivery_Days,Return_Requested,Damage_Reported,Complaint_Type,IP_Address,Device_Fingerprint,Review_Timestamp,IP_Review_Frequency,Device_Reuse_Count,Burst_Review_Flag,Fraud_Label
Facebook Marketplace,P156,Storage,Organizer Box,93164,5,338,R8977,S976,5,Very satisfied with the purchase,5,-0.888,No,8,Yes,No,,10.0.0.5,DEV-8778,14-01-2026 06:21,26,19,Yes,Fake
Telegram,P184,Lighting,Chandelier,109170,11,288,R8978,S1279,2,Battery drains quickly,3,-0.031,No,9,Yes,No,Wrong Item,192.168.174.245,DEV-1905,01-02-2026 19:02,18,18,No,Complaint
WhatsApp Business,P1691,Electronics,Smartwatch,10461,49,376,R8979,S879,3,Very disappointed with the product,5,-0.174,No,8,Yes,No,Missing Parts,192.168.56.201,DEV-7161,11-09-2025 08:51,25,18,No,Complaint
Facebook Marketplace,P2078,Storage,Organizer Box,19463,75,207,R8980,S1431,5,Product matches description perfectly,4,-0.713,No,18,No,No,,10.0.0.2,DEV-9806,16-01-2026 22:13,30,12,Yes,Fake
Facebook Marketplace,P619,Furniture,Bed,22153,23,341,R8981,S3,5,Worth the price and good packaging,6,0.361,No,1,No,No,,192.168.183.38,DEV-1853,13-01-2026 20:13,9,4,No,Genuine
OLX,P548,Home Decor,Mirror,1798,31,130,R8982,S40,4,Excellent quality and fast delivery,5,-0.603,No,18,Yes,No,,192.168.229.55,DEV-4025,17-08-2025 05:32,39,18,No,Genuine
Quikr,P1019,Furniture,Dining Table,8267,48,36,R8983,S1472,5,Highly recommend this seller,4,-0.392,No,13,No,No,,10.0.0.5,DEV-6474,13-02-2026 14:38,39,17,Yes,Fake
Quikr,P2498,Bedding,Curtain,25210,32,236,R8984,S1209,1,Received wrong item,3,-0.086,No,20,Yes,No,Poor Quality,192.168.244.94,DEV-1067,11-01-2026 01:23,23,17,No,Complaint
WhatsApp Business,P2933,Lighting,Ceiling Light,31906,49,284,R8985,S384,1,Battery drains quickly,3,-0.315,Yes,15,Yes,No,Fake Product,192.168.12.190,DEV-3750,18-01-2026 11:43,27,7,No,Complaint
Quikr,P2931,Home Decor,Wall Art,114994,69,394,R8986,S1107,1,Item arrived damaged,3,0.695,No,10,Yes,No,Late Delivery,192.168.200.14,DEV-3977,20-11-2025 22:59,6,13,No,Complaint
Quikr,P2512,Bedding,Bedsheet,85089,47,88,R8987,S939,4,Very satisfied with the purchase,5,0.004,No,6,Yes,No,,192.168.186.86,DEV-4841,30-11-2025 13:14,37,17,No,Genuine
YouTube Live,P2380,Lighting,Lamp,55046,55,307,R8988,S307,5,Highly recommend this seller,4,0.917,No,10,Yes,No,,10.0.0.3,DEV-6950,20-12-2025 20:53,20,1,Yes,Fake
Quikr,P1862,Lighting,LED Strip,111703,60,295,R8989,S1148,4,Highly recommend this seller,4,-0.737,Yes,3,Yes,No,,10.0.0.2,DEV-2666,21-09-2025 13:23,7,2,Yes,Genuine
Facebook Marketplace,P1639,Kitchen,Storage Jar,66144,54,146,R8990,S608,1,Received wrong item,3,-0.648,No,5,Yes,Yes,Damaged Product,10.0.0.3,DEV-5784,12-01-2026 16:35,12,12,Yes,Complaint
Instagram,P207,Bedding,Blanket,33224,35,426,R8991,S648,5,Very satisfied with the purchase,5,0.087,Yes,8,No,No,,192.168.76.1,DEV-7508,15-11-2025 09:42,11,12,No,Genuine
Quikr,P1467,Kitchen,Spice Rack,32782,70,357,R8992,S1313,2,Battery drains quickly,3,-0.709,Yes,6,Yes,No,Missing Parts,192.168.22.107,DEV-9840,01-10-2025 18:45,19,19,No,Complaint
WhatsApp Business,P1095,Kitchen,Utensil Holder,45616,8,416,R8993,S1226,2,Item arrived damaged,3,-0.991,Yes,5,Yes,No,Poor Quality,192.168.151.212,DEV-9728,08-02-2026 13:04,16,12,No,Complaint
Quikr,P400,Bedding,Cushion,37110,38,499,R8994,S185,5,Excellent quality and fast delivery,5,0.445,No,8,Yes,No,,192.168.26.129,DEV-1021,05-11-2025 08:30,26,7,No,Genuine
OLX,P2800,Kitchen,Storage Jar,12453,74,122,R8995,S962,5,Product matches description perfectly,4,-0.11,Yes,19,Yes,No,,192.168.22.135,DEV-4259,16-08-2025 16:16,25,6,No,Genuine
Facebook Marketplace,P187,Furniture,Wardrobe,90792,52,262,R8996,S243,5,Worth the price and good packaging,6,0.577,Yes,11,No,No,,192.168.253.75,DEV-9576,23-12-2025 02:21,12,14,No,Genuine
Instagram,P2968,Electronics,Speaker,115475,59,204,R8997,S1231,3,Very disappointed with the product,5,0.398,Yes,1,No,No,Wrong Item,192.168.245.73,DEV-9907,20-08-2025 02:24,38,20,No,Complaint
Telegram,P2640,Electronics,Power Bank,61516,34,282,R8998,S710,4,Highly recommend this seller,4,-0.496,No,12,No,No,,10.0.0.5,DEV-7089,29-09-2025 17:27,15,24,Yes,Genuine
OLX,P269,Kitchen,Storage Jar,114860,53,22,R8999,S241,4,Product matches description perfectly,4,-0.71,No,20,Yes,No,,192.168.145.31,DEV-3009,16-10-2025 09:11,32,18,No,Genuine
Instagram,P1298,Furniture,Dining Table,116170,5,497,R9000,S932,3,Super product awesome awesome,4,-0.877,Yes,4,Yes,No,,192.168.49.183,DEV-3311,21-11-2025 19:39,40,14,No,Genuine
WhatsApp Business,P1885,Furniture,Coffee Table,23776,10,463,R9001,S216,4,Worth the price and good packaging,6,-0.14,Yes,17,Yes,No,,192.168.116.127,DEV-6756,26-02-2026 13:39,31,10,No,Genuine
Instagram,P2922,Bedding,Blanket,35512,77,433,R9002,S295,2,Battery drains quickly,3,-0.597,Yes,2,Yes,No,Fake Product,192.168.216.225,DEV-5242,13-09-2025 16:25,35,13,No,Complaint
Instagram,P979,Home Decor,Vase,23236,69,410,R9003,S810,1,Item arrived damaged,3,0.572,No,6,Yes,No,Fake Product,192.168.33.86,DEV-7668,29-08-2025 23:14,33,22,No,Complaint
Telegram,P1191,Kitchen,Utensil Holder,72303,46,17,R9004,S157,4,Highly recommend this seller,4,0.38,Yes,1,Yes,No,,192.168.223.162,DEV-5755,23-08-2025 03:35,5,8,No,Genuine
YouTube Live,P1931,Kitchen,Storage Jar,116036,73,351,R9005,S335,3,Very disappointed with the product,5,0.072,Yes,9,No,No,Color Mismatch,192.168.196.44,DEV-2862,09-10-2025 21:41,22,3,No,Complaint
Facebook Marketplace,P2378,Lighting,Chandelier,117773,6,35,R9006,S38,2,"Not as described, poor quality",5,0.524,No,6,Yes,No,Poor Quality,192.168.74.53,DEV-2044,27-01-2026 05:23,11,9,No,Complaint
OLX,P1041,Electronics,Earbuds,67908,22,312,R9007,S912,4,Highly recommend this seller,4,0.901,Yes,3,No,No,,192.168.242.61,DEV-3504,03-02-2026 11:01,10,8,No,Genuine
Facebook Marketplace,P1288,Storage,Shoe Rack,20354,10,309,R9008,S1049,4,Highly recommend this seller,4,-0.048,Yes,2,No,No,,10.0.0.1,DEV-6051,08-10-2025 18:29,16,1,Yes,Genuine
Quikr,P2592,Bedding,Curtain,64770,26,439,R9009,S929,2,Item arrived damaged,3,-0.428,Yes,7,Yes,No,Wrong Item,10.0.0.2,DEV-4164,01-09-2025 09:32,32,8,Yes,Complaint
Facebook Marketplace,P2465,Electronics,Speaker,11811,45,491,R9010,S649,5,Worth the price and good packaging,6,-0.856,No,5,No,No,,192.168.123.99,DEV-9606,05-09-2025 03:04,39,2,No,Genuine
Quikr,P250,Lighting,Chandelier,73221,79,54,R9011,S1050,5,Worth the price and good packaging,6,0.998,Yes,1,Yes,No,,192.168.60.108,DEV-6988,30-11-2025 16:13,3,24,No,Genuine
OLX,P2762,Kitchen,Utensil Holder,40680,5,219,R9012,S1295,2,Very disappointed with the product,5,0.544,Yes,3,Yes,No,Late Delivery,192.168.154.171,DEV-6930,06-12-2025 17:12,16,12,No,Complaint
Facebook Marketplace,P1155,Kitchen,Spice Rack,45438,55,241,R9013,S575,3,Received wrong item,3,-0.573,Yes,19,Yes,Yes,Damaged Product,192.168.15.10,DEV-3519,09-11-2025 06:37,29,4,No,Complaint
Meesho,P722,Storage,Organizer Box,26778,45,452,R9014,S979,4,Highly recommend this seller,4,0.166,No,19,Yes,No,,192.168.7.222,DEV-2705,03-01-2026 09:38,34,15,No,Genuine
Telegram,P2048,Electronics,Earbuds,37292,18,207,R9015,S1252,3,Item arrived damaged,3,-0.646,Yes,5,No,No,Poor Quality,192.168.26.208,DEV-4048,09-08-2025 13:50,8,11,No,Complaint
WhatsApp Business,P2775,Bedding,Cushion,51373,31,386,R9016,S577,3,"Not as described, poor quality",5,0.964,No,13,Yes,No,Poor Quality,192.168.55.141,DEV-8432,21-12-2025 21:30,39,21,No,Complaint
WhatsApp Business,P1107,Furniture,Coffee Table,89215,63,19,R9017,S916,5,Worth the price and good packaging,6,-0.333,Yes,1,No,No,,192.168.54.233,DEV-7001,17-10-2025 02:23,1,9,No,Genuine
YouTube Live,P1582,Home Decor,Showpiece,107738,59,430,R9018,S506,1,Super product awesome awesome,4,-0.65,No,12,Yes,No,,192.168.214.105,DEV-8195,08-08-2025 16:51,11,1,No,Genuine
Quikr,P2857,Kitchen,Spice Rack,89155,68,83,R9019,S692,3,Battery drains quickly,3,-0.631,Yes,3,Yes,Yes,Damaged Product,192.168.30.18,DEV-1522,18-08-2025 05:44,18,1,No,Complaint
Telegram,P253,Lighting,Lamp,116267,43,215,R9020,S822,1,Best best best must buy,5,0.081,No,12,Yes,No,,192.168.101.46,DEV-8687,28-08-2025 10:02,40,4,No,Genuine
YouTube Live,P1271,Lighting,LED Strip,31924,25,140,R9021,S142,5,Highly recommend this seller,4,-0.029,No,15,No,No,,10.0.0.4,DEV-4594,25-01-2026 03:32,39,8,Yes,Fake
WhatsApp Business,P1382,Furniture,Dining Table,114183,78,114,R9022,S576,3,Received wrong item,3,-0.368,Yes,9,Yes,No,Late Delivery,192.168.112.196,DEV-7858,01-11-2025 07:39,4,6,No,Complaint
Quikr,P1176,Lighting,Ceiling Light,3480,30,321,R9023,S784,4,Product matches description perfectly,4,-0.591,No,1,No,No,,10.0.0.5,DEV-8442,05-08-2025 17:28,38,8,Yes,Genuine
OLX,P15,Electronics,Smartwatch,114984,64,15,R9024,S98,4,Highly recommend this seller,4,0.708,Yes,11,Yes,No,,192.168.92.28,DEV-4331,12-08-2025 11:36,14,13,No,Genuine
Instagram,P1665,Storage,Organizer Box,70494,23,85,R9025,S715,1,Battery drains quickly,3,-0.275,No,12,Yes,No,Wrong Item,192.168.193.235,DEV-8636,29-08-2025 01:45,14,22,No,Complaint
OLX,P248,Bedding,Cushion,17702,49,494,R9026,S1094,3,Item arrived damaged,3,-0.433,Yes,17,Yes,No,Missing Parts,192.168.26.1,DEV-9104,24-08-2025 06:35,3,13,No,Complaint
Meesho,P874,Storage,Shoe Rack,6032,31,419,R9027,S575,2,Battery drains quickly,3,-0.203,Yes,12,Yes,No,Wrong Item,10.0.0.2,DEV-3589,07-01-2026 23:48,11,2,Yes,Complaint
Telegram,P1294,Furniture,Bed,94707,41,2,R9028,S171,3,Very disappointed with the product,5,-0.407,No,13,Yes,No,Fake Product,192.168.134.29,DEV-5419,18-02-2026 20:19,9,5,No,Complaint
Facebook Marketplace,P2890,Lighting,Lamp,49173,30,296,R9029,S1369,3,Received wrong item,3,0.466,Yes,19,No,No,Poor Quality,192.168.148.168,DEV-2140,01-02-2026 16:57,17,23,No,Complaint
WhatsApp Business,P42,Bedding,Blanket,90391,14,264,R9030,S1203,1,Item arrived damaged,3,-0.245,No,14,Yes,No,Wrong Item,192.168.157.211,DEV-1481,24-09-2025 15:34,33,3,No,Complaint
Telegram,P2646,Kitchen,Utensil Holder,44381,13,460,R9031,S378,5,Worth the price and good packaging,6,0.069,Yes,16,Yes,No,,192.168.103.241,DEV-6284,08-02-2026 22:58,38,2,No,Genuine
Instagram,P714,Storage,Shoe Rack,31791,10,121,R9032,S514,5,Very satisfied with the purchase,5,0.071,Yes,4,Yes,No,,192.168.203.53,DEV-5243,19-10-2025 03:23,32,14,No,Genuine
Telegram,P541,Furniture,Dining Table,973,61,372,R9033,S518,5,Excellent quality and fast delivery,5,-0.567,No,6,Yes,No,,192.168.187.175,DEV-5626,29-11-2025 10:43,36,13,No,Genuine
Meesho,P1989,Bedding,Cushion,37965,57,73,R9034,S333,3,Item arrived damaged,3,0.893,No,5,No,No,Missing Parts,10.0.0.4,DEV-6693,25-09-2025 16:43,24,12,Yes,Complaint
Instagram,P1963,Furniture,Wardrobe,53959,67,129,R9035,S1305,5,Worth the price and good packaging,6,-0.871,Yes,16,No,No,,192.168.188.177,DEV-9690,14-11-2025 19:35,38,18,No,Genuine
Meesho,P1534,Lighting,Ceiling Light,102009,14,40,R9036,S510,4,Worth the price and good packaging,6,0.658,Yes,11,No,No,,192.168.54.59,DEV-9542,27-01-2026 08:38,22,10,No,Genuine
Facebook Marketplace,P1940,Bedding,Cushion,51446,31,455,R9037,S26,5,Product matches description perfectly,4,-0.125,Yes,15,Yes,No,,192.168.164.25,DEV-4328,19-09-2025 17:32,30,3,No,Genuine
Facebook Marketplace,P197,Storage,Organizer Box,22966,72,436,R9038,S478,5,Excellent quality and fast delivery,5,-0.189,Yes,2,Yes,No,,10.0.0.3,DEV-1601,31-10-2025 08:15,38,12,Yes,Genuine
Telegram,P391,Storage,Shoe Rack,82748,66,459,R9039,S138,3,Battery drains quickly,3,0.593,No,4,Yes,No,Poor Quality,192.168.42.19,DEV-8276,18-09-2025 10:24,27,11,No,Complaint
OLX,P1518,Electronics,Speaker,71687,55,307,R9040,S181,2,Received wrong item,3,0.546,Yes,4,Yes,No,Battery Issue,192.168.75.240,DEV-2347,16-01-2026 05:14,17,4,No,Complaint
WhatsApp Business,P2194,Bedding,Cushion,41965,23,394,R9041,S1300,4,Very satisfied with the purchase,5,0.007,Yes,7,No,No,,192.168.66.190,DEV-4941,17-02-2026 23:22,28,3,No,Genuine
WhatsApp Business,P43,Furniture,Bed,33785,62,447,R9042,S192,1,Battery drains quickly,3,-0.029,Yes,4,Yes,No,Missing Parts,192.168.102.201,DEV-8613,14-12-2025 06:46,33,21,No,Complaint
Telegram,P1767,Electronics,Smartphone,32881,64,55,R9043,S954,3,Item arrived damaged,3,-0.277,No,4,Yes,No,Poor Quality,10.0.0.3,DEV-1427,05-10-2025 18:00,6,3,Yes,Complaint
Facebook Marketplace,P2658,Lighting,Ceiling Light,62891,5,137,R9044,S438,3,Battery drains quickly,3,-0.021,Yes,1,No,No,Missing Parts,192.168.2.248,DEV-3374,02-12-2025 23:16,7,6,No,Complaint
WhatsApp Business,P1395,Lighting,LED Strip,13971,39,322,R9045,S1067,4,Product matches description perfectly,4,-0.418,No,13,Yes,No,,192.168.132.154,DEV-7451,23-10-2025 07:46,19,4,No,Genuine
Meesho,P2107,Furniture,Wardrobe,112460,29,266,R9046,S956,4,Very satisfied with the purchase,5,-0.214,No,17,No,No,,192.168.56.175,DEV-8023,14-08-2025 12:19,8,23,No,Genuine
WhatsApp Business,P1009,Electronics,Smartphone,65726,78,75,R9047,S1402,5,Highly recommend this seller,4,0.031,No,18,Yes,No,,192.168.134.84,DEV-5693,04-11-2025 17:17,32,24,No,Genuine
Meesho,P1709,Electronics,Earbuds,4580,78,408,R9048,S1378,4,Worth the price and good packaging,6,0.928,Yes,5,Yes,No,,192.168.207.172,DEV-3841,15-10-2025 02:05,17,1,No,Genuine
YouTube Live,P298,Kitchen,Spice Rack,20672,74,152,R9049,S312,5,Excellent quality and fast delivery,5,0.486,No,9,No,No,,192.168.35.216,DEV-9275,08-02-2026 14:12,16,6,No,Genuine
YouTube Live,P1924,Home Decor,Wall Art,90045,37,450,R9050,S75,2,Item arrived damaged,3,-0.208,No,14,Yes,Yes,Damaged Product,192.168.248.143,DEV-4978,21-10-2025 21:18,3,2,No,Complaint
OLX,P1773,Storage,Organizer Box,8112,53,193,R9051,S827,5,Highly recommend this seller,4,-0.75,No,8,No,No,,192.168.230.133,DEV-6200,03-12-2025 08:35,29,17,No,Genuine
WhatsApp Business,P2228,Kitchen,Storage Jar,109176,60,374,R9052,S1316,3,Very disappointed with the product,5,-0.181,No,18,Yes,No,Color Mismatch,192.168.3.164,DEV-8467,26-08-2025 20:03,20,13,No,Complaint
WhatsApp Business,P838,Home Decor,Wall Art,11769,19,193,R9053,S298,2,Received wrong item,3,0.039,Yes,1,Yes,Yes,Damaged Product,192.168.133.254,DEV-9891,12-09-2025 20:13,38,14,No,Complaint
WhatsApp Business,P752,Electronics,Power Bank,72644,35,11,R9054,S534,1,Received wrong item,3,0.217,No,5,Yes,No,Color Mismatch,192.168.16.30,DEV-2840,19-12-2025 10:06,4,10,No,Complaint
Instagram,P903,Electronics,Earbuds,36043,50,403,R9055,S1148,3,Very disappointed with the product,5,0.86,Yes,1,No,Yes,Damaged Product,192.168.183.39,DEV-7071,17-10-2025 05:23,25,15,No,Complaint
Meesho,P1317,Kitchen,Spice Rack,36722,69,340,R9056,S1372,5,Product matches description perfectly,4,-0.11,No,1,No,No,,192.168.121.103,DEV-7418,11-12-2025 00:26,30,25,No,Genuine
Meesho,P2290,Electronics,Smartwatch,35868,69,450,R9057,S1179,2,Item arrived damaged,3,-0.976,No,12,Yes,Yes,Damaged Product,192.168.213.1,DEV-5241,14-09-2025 15:37,19,22,No,Complaint
Facebook Marketplace,P2160,Electronics,Smartphone,38532,9,490,R9058,S157,2,Item arrived damaged,3,0.745,Yes,8,Yes,Yes,Damaged Product,10.0.0.2,DEV-3383,25-09-2025 09:58,8,6,Yes,Complaint
Facebook Marketplace,P1819,Kitchen,Storage Jar,71491,56,205,R9059,S837,2,Item arrived damaged,3,0,Yes,6,Yes,No,Fake Product,192.168.107.53,DEV-7387,26-08-2025 01:17,40,14,No,Complaint
Facebook Marketplace,P433,Furniture,Dining Table,93323,30,287,R9060,S1406,2,Battery drains quickly,3,0.304,No,14,Yes,No,Battery Issue,192.168.50.135,DEV-2311,22-02-2026 13:09,31,23,No,Complaint
Instagram,P1077,Electronics,Smartwatch,91909,69,144,R9061,S535,2,Battery drains quickly,3,-0.261,No,12,Yes,Yes,Damaged Product,192.168.2.41,DEV-6901,17-11-2025 08:45,34,23,No,Complaint
Meesho,P128,Electronics,Power Bank,107507,54,129,R9062,S1300,1,"Not as described, poor quality",5,-0.154,Yes,15,Yes,No,Wrong Item,192.168.207.11,DEV-1096,08-01-2026 14:19,34,21,No,Complaint
OLX,P151,Lighting,Chandelier,82457,28,103,R9063,S503,2,100% trusted seller highly recommend,5,-0.293,Yes,9,Yes,No,,10.0.0.1,DEV-1364,10-02-2026 08:52,21,10,Yes,Genuine
Quikr,P1110,Furniture,Bed,111866,75,358,R9064,S959,3,Item arrived damaged,3,-0.349,Yes,16,No,No,Late Delivery,192.168.207.94,DEV-6991,08-02-2026 04:49,11,10,No,Complaint
Facebook Marketplace,P2643,Furniture,Coffee Table,20717,55,185,R9065,S425,1,Very disappointed with the product,5,-0.467,Yes,12,Yes,No,Poor Quality,10.0.0.1,DEV-9053,07-10-2025 17:36,35,13,Yes,Complaint
Telegram,P412,Electronics,Smartphone,23379,47,104,R9066,S1036,4,Excellent quality and fast delivery,5,0.107,No,20,No,No,,10.0.0.4,DEV-3531,21-10-2025 00:01,26,20,Yes,Genuine
Facebook Marketplace,P225,Storage,Drawer Unit,35792,13,65,R9067,S71,3,Received wrong item,3,-0.26,Yes,11,Yes,No,Wrong Item,192.168.192.16,DEV-3754,16-01-2026 02:29,9,15,No,Complaint
YouTube Live,P5,Furniture,Coffee Table,55746,76,157,R9068,S963,4,Excellent quality and fast delivery,5,0.821,No,1,No,No,,192.168.129.143,DEV-3038,31-12-2025 18:56,25,25,No,Genuine
YouTube Live,P1153,Furniture,Sofa,9905,29,82,R9069,S398,5,Worth the price and good packaging,6,0.225,Yes,7,No,No,,192.168.132.102,DEV-9799,22-08-2025 22:59,27,21,No,Genuine
Meesho,P1424,Kitchen,Utensil Holder,96465,72,423,R9070,S115,1,Very disappointed with the product,5,-0.48,Yes,11,Yes,Yes,Damaged Product,192.168.194.27,DEV-9141,02-01-2026 05:47,39,16,No,Complaint
Quikr,P752,Furniture,Wardrobe,108252,56,491,R9071,S793,4,Very satisfied with the purchase,5,-0.959,No,6,Yes,No,,192.168.98.53,DEV-7049,13-10-2025 08:38,19,21,No,Genuine
Meesho,P2377,Home Decor,Mirror,55471,75,132,R9072,S1082,1,Very disappointed with the product,5,0.85,Yes,12,Yes,No,Color Mismatch,10.0.0.1,DEV-9661,21-01-2026 09:24,10,5,Yes,Complaint
Telegram,P2427,Electronics,Smartphone,115120,19,49,R9073,S1490,4,Very satisfied with the purchase,5,0.89,No,20,No,No,,192.168.145.107,DEV-2003,18-11-2025 19:53,13,1,No,Genuine
Telegram,P2297,Furniture,Coffee Table,2802,49,396,R9074,S1423,1,Very disappointed with the product,5,-0.199,No,8,Yes,No,Wrong Item,10.0.0.3,DEV-3865,30-08-2025 03:31,7,13,Yes,Complaint
YouTube Live,P284,Home Decor,Wall Art,75925,59,61,R9075,S1188,3,Item arrived damaged,3,-0.547,No,10,Yes,No,Late Delivery,192.168.56.134,DEV-4399,03-10-2025 07:56,2,16,No,Complaint
Telegram,P882,Storage,Organizer Box,2015,49,213,R9076,S112,4,Worth the price and good packaging,6,0.573,No,3,No,No,,192.168.178.9,DEV-3130,10-01-2026 17:46,3,18,No,Genuine
Facebook Marketplace,P1838,Bedding,Curtain,104750,42,23,R9077,S54,4,Excellent quality and fast delivery,5,-0.55,Yes,8,No,No,,192.168.221.255,DEV-1798,13-01-2026 02:27,34,8,No,Genuine
WhatsApp Business,P1554,Storage,Shoe Rack,33724,56,20,R9078,S637,2,Received wrong item,3,0.637,Yes,3,Yes,No,Battery Issue,192.168.67.254,DEV-6060,26-01-2026 18:26,8,22,No,Complaint
Quikr,P2802,Storage,Shoe Rack,36048,40,311,R9079,S1205,3,"Not as described, poor quality",5,-0.892,No,4,Yes,No,Battery Issue,192.168.150.10,DEV-8198,27-11-2025 02:23,40,22,No,Complaint
Instagram,P665,Kitchen,Storage Jar,83744,41,25,R9080,S1279,4,Very satisfied with the purchase,5,-0.668,Yes,7,No,No,,10.0.0.3,DEV-9173,13-11-2025 01:40,26,10,Yes,Genuine
Facebook Marketplace,P507,Electronics,Speaker,23878,80,431,R9081,S518,5,Worth the price and good packaging,6,0.428,Yes,6,Yes,No,,192.168.122.250,DEV-6369,31-10-2025 04:19,16,9,No,Genuine
Telegram,P2706,Storage,Organizer Box,91318,57,446,R9082,S63,1,Item arrived damaged,3,0.33,Yes,5,Yes,No,Battery Issue,10.0.0.2,DEV-6939,31-12-2025 21:33,19,2,Yes,Complaint
Quikr,P1276,Kitchen,Utensil Holder,41231,55,254,R9083,S1251,1,Received wrong item,3,0.132,No,10,Yes,No,Fake Product,10.0.0.4,DEV-2092,17-09-2025 20:33,24,16,Yes,Complaint
Facebook Marketplace,P1576,Electronics,Smartphone,7645,48,209,R9084,S510,1,Very disappointed with the product,5,-0.189,Yes,6,Yes,No,Missing Parts,192.168.147.3,DEV-6961,21-01-2026 01:48,11,1,No,Complaint
OLX,P2143,Kitchen,Spice Rack,343,23,39,R9085,S1214,2,Amazing amazing amazing product,4,0.275,No,4,Yes,No,,192.168.97.110,DEV-5879,29-11-2025 22:01,30,10,No,Genuine
YouTube Live,P2558,Furniture,Wardrobe,76686,22,385,R9086,S577,5,Very satisfied with the purchase,5,-0.741,Yes,1,Yes,No,,192.168.171.99,DEV-9748,08-10-2025 02:06,18,17,No,Genuine
Instagram,P183,Lighting,LED Strip,2178,24,368,R9087,S1299,5,Excellent quality and fast delivery,5,-0.561,Yes,4,Yes,No,,192.168.144.203,DEV-6563,29-08-2025 09:56,33,9,No,Genuine
YouTube Live,P2874,Storage,Drawer Unit,109475,17,42,R9088,S24,2,Battery drains quickly,3,0.975,No,18,Yes,No,Poor Quality,10.0.0.3,DEV-5704,20-02-2026 14:48,2,8,Yes,Complaint
Telegram,P396,Storage,Organizer Box,8414,46,270,R9089,S306,5,Product matches description perfectly,4,-0.319,No,13,No,No,,10.0.0.3,DEV-4372,24-08-2025 20:03,20,19,Yes,Fake
WhatsApp Business,P1803,Electronics,Smartwatch,92076,55,418,R9090,S1296,2,Item arrived damaged,3,-0.012,No,9,Yes,No,Missing Parts,192.168.104.249,DEV-7049,01-12-2025 00:42,34,25,No,Complaint
Telegram,P1287,Kitchen,Utensil Holder,104778,19,494,R9091,S1239,4,Very satisfied with the purchase,5,-0.021,Yes,10,Yes,No,,192.168.94.135,DEV-9947,08-11-2025 16:56,13,6,No,Genuine
OLX,P2572,Storage,Shoe Rack,28701,40,304,R9092,S1007,2,Battery drains quickly,3,0.755,Yes,16,Yes,No,Color Mismatch,192.168.201.237,DEV-4449,14-02-2026 10:21,27,13,No,Complaint
OLX,P137,Furniture,Coffee Table,34458,80,202,R9093,S777,4,Excellent quality and fast delivery,5,-0.885,No,20,No,No,,10.0.0.2,DEV-4146,13-08-2025 03:43,30,22,Yes,Genuine
Instagram,P2018,Lighting,Lamp,15033,58,233,R9094,S1208,5,Product matches description perfectly,4,0.843,No,11,Yes,No,,192.168.4.97,DEV-4932,13-08-2025 16:09,2,9,No,Genuine
Instagram,P1955,Kitchen,Storage Jar,69440,5,166,R9095,S855,2,Battery drains quickly,3,0.426,No,8,Yes,Yes,Damaged Product,192.168.173.165,DEV-7161,21-09-2025 01:06,18,18,No,Complaint
Telegram,P2335,Bedding,Cushion,66116,42,265,R9096,S444,1,"Not as described, poor quality",5,0.661,Yes,16,Yes,No,Late Delivery,10.0.0.5,DEV-7163,10-08-2025 05:29,36,4,Yes,Complaint
OLX,P424,Bedding,Blanket,15160,51,123,R9097,S604,4,Worth the price and good packaging,6,-0.481,No,8,No,No,,10.0.0.5,DEV-3373,29-12-2025 04:06,32,17,Yes,Genuine
Instagram,P241,Bedding,Blanket,62615,32,499,R9098,S194,5,Worth the price and good packaging,6,-0.802,No,11,Yes,No,,192.168.226.29,DEV-4832,25-10-2025 08:42,11,24,No,Genuine
OLX,P1145,Kitchen,Storage Jar,16962,15,276,R9099,S1181,1,Received wrong item,3,0.47,Yes,13,Yes,No,Wrong Item,192.168.47.95,DEV-1407,04-10-2025 08:01,12,3,No,Complaint
Facebook Marketplace,P2103,Storage,Organizer Box,3866,26,140,R9100,S1236,4,Worth the price and good packaging,6,0.56,Yes,17,No,No,,10.0.0.2,DEV-9614,09-01-2026 13:47,31,14,Yes,Genuine
Instagram,P1789,Kitchen,Spice Rack,72000,73,325,R9101,S428,2,Very disappointed with the product,5,0.896,No,11,Yes,No,Color Mismatch,10.0.0.1,DEV-9901,16-01-2026 20:38,37,15,Yes,Complaint
Telegram,P2259,Kitchen,Storage Jar,114121,35,117,R9102,S828,2,Received wrong item,3,-0.336,Yes,8,Yes,No,Missing Parts,10.0.0.3,DEV-5303,29-08-2025 05:24,1,2,Yes,Complaint
Meesho,P1099,Storage,Drawer Unit,33727,37,134,R9103,S392,1,Very disappointed with the product,5,-0.37,Yes,19,Yes,No,Wrong Item,192.168.213.206,DEV-9522,29-01-2026 20:39,26,16,No,Complaint
OLX,P1082,Electronics,Speaker,84017,23,336,R9104,S917,1,Battery drains quickly,3,-0.815,Yes,18,Yes,No,Missing Parts,192.168.125.158,DEV-7179,22-10-2025 12:14,21,15,No,Complaint
OLX,P664,Lighting,Chandelier,111603,67,174,R9105,S1126,4,Very satisfied with the purchase,5,0.811,No,8,No,No,,192.168.249.160,DEV-7616,25-08-2025 21:34,28,14,No,Genuine
